,1,2
3,T4,Reference_point 55 62	surgery
4,R1,Has_multiplier Arg1:T2 Arg2:T1
5,R2,Has_temporal Arg1:T2 Arg2:T3
6,R3,Has_index Arg1:T3 Arg2:T4
7,T5,Condition 64 73	Pregnancy
8,T6,Person 75 84	Prisoners
9,T7,Informed_consent 86 111	Unable to provide consent
10,T8,Procedure 113 130	Emergency surgery
11,T9,Condition 132 154	Chronic kidney disease
12,T10,Qualifier 155 162	stage 5
13,T11,Measurement 164 167	GFR
14,T12,Value 168 180	< 15 ml/min)
15,R4,Has_value Arg1:T11 Arg2:T12
16,R5,Has_qualifier Arg1:T9 Arg2:T10
17,R6,Subsumes Arg1:T9 Arg2:T11
18,T13,Condition 189 207	hepatic impairment
19,T14,Qualifier 182 188	Severe
20,R7,Has_qualifier Arg1:T13 Arg2:T14
21,T15,Condition 216 237	myocardial infarction
22,T16,Temporal 246 263	the last 3 months
23,R8,Has_temporal Arg1:T15 Arg2:T16
0,T1,Condition 0 16	Organic diseases
1,T2,Qualifier 24 40	digestive system
2,R1,Has_qualifier Arg1:T1 Arg2:T2
3,T3,Condition 42 82	gastro-oesophageal reflux disease (GERD)
4,T4,Condition 84 89	ulcer
5,T5,Condition 91 111	chronic pancreatitis
6,T6,Condition 113 127	cholelithiasis
7,T7,Condition 129 148	fatty liver disease
8,T8,Condition 150 159	hepatitis
9,T9,Condition 161 179	cirrhosis of liver
10,*,OR T3 T4 T5 T6 T7 T8 T9
11,T10,"Scope 42 179	gastro-oesophageal reflux disease (GERD), ulcer, chronic pancreatitis, cholelithiasis, fatty liver disease, hepatitis, cirrhosis of liver"
12,T11,Scope 0 40	Organic diseases of the digestive system
13,R2,Subsumes Arg1:T11 Arg2:T10
14,T12,Condition 209 228	functional diseases
15,T13,Qualifier 236 252	digestive system
16,R3,Has_qualifier Arg1:T12 Arg2:T13
17,T14,Scope 209 252	functional diseases of the digestive system
18,T15,Condition 262 287	dyskinesia of cystic duct
19,T16,Condition 262 275;291 302	dyskinesia of gallbladder
20,*,OR T16 T15 T17
21,T17,Condition 304 328	irritable bowel syndrome
22,T18,"Scope 262 328	dyskinesia of cystic duct or gallbladder, irritable bowel syndrome"
23,R4,Subsumes Arg1:T14 Arg2:T18
24,T19,Drug 355 377	proton pump inhibitors
25,T20,Drug 379 390	propulsives
26,T21,Drug 392 406	antispasmodics
27,T22,Drug 408 416	antacids
28,T23,Drug 421 441	bismuth preparations
29,T24,Observation 336 351	Discontinuation
30,T25,Temporal 442 481	less than 7 days prior to randomization
31,*,OR T22 T23 T21 T20 T19
32,T26,"Scope 355 441	proton pump inhibitors, propulsives, antispasmodics, antacids, or bismuth preparations"
33,R5,Has_scope Arg1:T24 Arg2:T26
34,R6,Has_temporal Arg1:T24 Arg2:T25
35,T27,Procedure 484 505	H. Pylori eradication
36,T28,Temporal 506 540	within 2 months before study entry
37,R7,Has_temporal Arg1:T27 Arg2:T28
38,T29,Reference_point 529 540	study entry
39,R8,Has_index Arg1:T28 Arg2:T29
40,T30,Reference_point 468 481	randomization
41,R9,Has_index Arg1:T25 Arg2:T30
42,T31,Condition 543 563	Intestinal infection
43,T32,Temporal 564 598	within 2 months before study entry
44,T33,Reference_point 587 598	study entry
45,R10,Has_index Arg1:T32 Arg2:T33
46,R11,Has_temporal Arg1:T31 Arg2:T32
47,T34,Observation 607 617	history of
48,T35,Mood 618 627	suspected
49,*,OR T34 T35
50,T36,Condition 628 646	malignant neoplasm
51,T37,Qualifier 650 663	various sites
52,R12,Has_qualifier Arg1:T36 Arg2:T37
53,T38,Scope 607 627	history of/suspected
54,R13,Has_scope Arg1:T36 Arg2:T38
55,T39,Condition 696 718	cardiovascular disease
56,T40,Measurement 737 763	New York Heart Association
57,T41,Value 687 695	class IV
58,R14,Has_value Arg1:T40 Arg2:T41
59,R15,AND Arg1:T39 Arg2:T40
60,T42,Condition 772 786	hypothyroidism
61,T43,Condition 788 805	diabetes mellitus
62,T44,Condition 807 829	chronic kidney disease
63,T45,Measurement 831 832	С
64,T46,Value 832 835	3-5
65,R16,Has_value Arg1:T45 Arg2:T46
66,R17,AND Arg1:T44 Arg2:T45
67,T47,Condition 841 857	disease of liver
68,T48,Condition 863 882	portal hypertension
69,T49,Condition 890 911	severe decompensation
70,T50,Scope 841 882	disease of liver with portal hypertension
71,T51,Measurement 913 929	Child-Pugh score
72,T52,Value 930 933	> 6
73,R18,Has_value Arg1:T51 Arg2:T52
74,T53,Scope 913 933	Child-Pugh score > 6
75,R19,Has_scope Arg1:T49 Arg2:T53
76,*,OR T50 T49 T42 T43 T44 T39
77,T54,Temporal 950 960	coexisting
78,T55,Condition 961 970	morbidity
79,T56,"Non-query-able 978 1064	in the investigator's opinion, can prevent the patient from participating in the study"
80,R20,Has_temporal Arg1:T55 Arg2:T54
81,R21,AND Arg1:T55 Arg2:T56
82,T57,Condition 1067 1074	Allergy
83,T58,Condition 1075 1086	intolerance
84,T59,Drug 1101 1148	components of medications used in the treatment
85,*,OR T58 T57
86,T60,Scope 1067 1086	Allergy/intolerance
87,R22,AND Arg1:T60 Arg2:T59
88,T61,Condition 1151 1160	Pregnancy
89,T62,Observation 1162 1176	breast-feeding
90,*,OR T61 T62
91,T63,"Non-representable 1179 1351	Patients who, from investigator's point of view, will fail to comply with the observation requirements of the trial or with the dosing regimen of the investigational drugs."
92,T64,Mood 1353 1360	Planned
93,T65,Procedure 1361 1376	hospitalization
94,T66,Temporal 1377 1400	during the study period
95,R23,Has_temporal Arg1:T65 Arg2:T66
96,R24,Has_mood Arg1:T65 Arg2:T64
97,T67,Procedure 1424 1444	treatment procedures
98,T68,Procedure 1410 1420;1434 1444	diagnostic procedures
99,*,OR T67 T68
100,T69,Scope 1410 1444	diagnostic or treatment procedures
101,R25,Has_scope Arg1:T65 Arg2:T69
102,T70,Condition 1447 1461	Drug addiction
103,T71,Measurement 1463 1474	alcohol use
104,T72,Value 1489 1518	over 2 units of alcohol a day
105,R26,Has_value Arg1:T71 Arg2:T72
106,T73,Condition 1520 1535	mental diseases
107,*,OR T70 T71 T73
108,T74,Drug 1548 1557	medicines
109,T75,Qualifier 1558 1614	listed in the section 'Prohibited concomitant treatment'
110,R27,Has_qualifier Arg1:T74 Arg2:T75
111,T76,Temporal 1619 1663	1 month prior to the enrollment in the trial
112,T77,Reference_point 1636 1663	the enrollment in the trial
113,R28,Has_index Arg1:T76 Arg2:T77
114,R29,Has_temporal Arg1:T74 Arg2:T76
115,T78,Competing_trial 1666 1753	Participation in other clinical trials within 3 months to the enrollment in this study.
116,T79,"Non-representable 1755 2070	Patient is related to the research staff of the clinical investigative site who are directly involved in the trial or is the immediate family member of the investigator. The immediate family members include husband/wife, parents, children or brothers (or sisters), regardless of whether they are natural or adopted."
117,T80,"Person 2080 2123	works for OOO ""NPF ""MATERIA MEDICA HOLDING"""
118,T81,Person 2138 2156	company's employee
119,T82,Person 2158 2183	temporary contract worker
120,T83,Person 2187 2205	appointed official
121,*,OR T82 T83 T81
122,T84,Observation 2206 2273	responsible for carrying out the research or their immediate family
123,R30,Has_context Arg1:T83 Arg2:T84
124,T85,"Scope 2138 2273	company's employee, temporary contract worker or appointed official responsible for carrying out the research or their immediate family"
125,R31,Subsumes Arg1:T80 Arg2:T85
0,T1,Parsing_Error 0 2	1.
1,T2,Parsing_Error 109 111	2.
2,T3,Parsing_Error 144 146	3.
3,T4,Parsing_Error 522 524	4.
4,T5,Parsing_Error 594 596	5.
5,T6,Parsing_Error 614 616	6.
6,T7,Post-eligibility 3 107	Must have given written informed consent (signed and dated) and any authorizations required by local law
7,T8,Value 112 142	18 to 75 years old (inclusive)
8,T9,Person 121 130	years old
9,T10,Person 147 151	Male
10,T11,Person 155 161	female
11,*,OR T11 T10
12,T12,Condition 182 185	PBC
13,T13,Multiplier 190 202	at least two
14,T14,Parsing_Error 210 228	following criteria
15,T15,Measurement 210 228	following criteria
16,R1,Has_multiplier Arg1:T15 Arg2:T13
17,T16,Measurement 280 331	Positive Anti-Mitochondrial Antibodies (AMA) titers
18,T17,Value 333 338	>1/40
19,T18,Measurement 342 360	immunofluorescence
20,T19,Value 364 375	M2 positive
21,T20,Measurement 379 420	enzyme linked immunosorbent assay (ELISA)
22,T21,Measurement 433 468	PBC-specific antinuclear antibodies
23,T22,Value 424 432	positive
24,R2,Has_value Arg1:T20 Arg2:T19
25,R3,Has_value Arg1:T18 Arg2:T17
26,R4,Has_value Arg1:T21 Arg2:T22
27,T23,Scope 333 468	>1/40 on immunofluorescence or M2 positive by enzyme linked immunosorbent assay (ELISA) or positive PBC-specific antinuclear antibodies
28,R5,Subsumes Arg1:T16 Arg2:T23
29,T24,Measurement 242 244	AP
30,T25,Value 245 254	above ULN
31,R6,Has_value Arg1:T24 Arg2:T25
32,T26,Temporal 255 278	for at least six months
33,R7,Has_temporal Arg1:T24 Arg2:T26
34,T27,Procedure 481 493	liver biopsy
35,T28,Condition 517 520	PBC
36,R8,AND Arg1:T27 Arg2:T28
37,T29,Qualifier 530 536;553 557	stable dose
38,T30,Qualifier 541 557	recommended dose
39,T31,Drug 561 565	UDCA
40,T32,Temporal 566 592	for the past twelve months
41,R9,Has_temporal Arg1:T31 Arg2:T32
42,R10,Has_qualifier Arg1:T31 Arg2:T29
43,R11,Has_qualifier Arg1:T31 Arg2:T30
44,T33,Measurement 597 599	AP
45,T34,Value 600 612	≥ 1.67 × ULN
46,R12,Has_value Arg1:T33 Arg2:T34
47,T35,Condition 632 654	reproductive potential
48,T36,Person 621 628	females
49,T37,Multiplier 663 675	at least one
50,T38,Device 676 697	barrier contraceptive
51,R13,Has_multiplier Arg1:T38 Arg2:T37
52,T39,Qualifier 704 710	second
53,T40,Device 721 741	birth control method
54,T41,Qualifier 711 720	effective
55,T42,Subjective_judgement 711 720	effective
56,R14,Has_qualifier Arg1:T40 Arg2:T39
57,R15,Has_qualifier Arg1:T40 Arg2:T41
58,T43,Temporal 742 758	during the study
59,T44,Temporal 763 805	for at least two weeks after the last dose
60,T45,Reference_point 792 805	the last dose
61,R16,Has_index Arg1:T44 Arg2:T45
62,R17,Has_temporal Arg1:T40 Arg2:T43
63,R18,Has_temporal Arg1:T40 Arg2:T44
64,T46,Scope 621 654	females of reproductive potential
65,T47,Scope 663 805	at least one barrier contraceptive and a second effective birth control method during the study and for at least two weeks after the last dose
66,R19,Has_scope Arg1:T46 Arg2:T47
67,A2,Optional T46
68,T48,Person 811 815	male
69,T49,Device 845 858	contraception
70,T50,Device 866 873	condoms
71,R20,Subsumes Arg1:T49 Arg2:T50
72,T51,Qualifier 833 844	appropriate
73,T52,Subjective_judgement 833 844	appropriate
74,R21,Has_qualifier Arg1:T49 Arg2:T51
75,T53,Person 885 891	female
76,T54,Condition 904 926	reproductive potential
77,T55,Condition 941 949	pregnant
78,T56,Negation 930 940	not become
79,R22,Has_negation Arg1:T55 Arg2:T56
80,T57,Temporal 950 966	during the study
81,T58,Temporal 971 1013	for at least two weeks after the last dose
82,T59,Reference_point 1000 1013	the last dose
83,R23,Has_index Arg1:T58 Arg2:T59
84,R24,Has_temporal Arg1:T55 Arg2:T57
85,R25,Has_temporal Arg1:T55 Arg2:T58
86,R26,AND Arg1:T53 Arg2:T54
87,R27,AND Arg1:T53 Arg2:T55
88,T60,"Post-eligibility 807 1013	For male subjects, use of appropriate contraception (e.g., condoms), so their female partners of reproductive potential do not become pregnant during the study and for at least two weeks after the last dose"
89,T61,"Non-query-able 807 1013	For male subjects, use of appropriate contraception (e.g., condoms), so their female partners of reproductive potential do not become pregnant during the study and for at least two weeks after the last dose"
0,T1,Condition 0 7	Healthy
1,T2,Condition 8 16	pregnant
2,T3,Person 17 22	women
3,T4,Person 23 26	age
4,T5,Value 27 35	18 to 50
5,R1,Has_value Arg1:T4 Arg2:T5
6,T6,Condition 37 56	Singleton pregnancy
7,T7,Measurement 60 75	gestational age
8,T8,Value 76 92	36 weeks or more
9,R2,Has_value Arg1:T7 Arg2:T8
10,T9,Observation 94 131	Able to read and understand Norwegian
0,T1,Temporal 0 7	Current
1,T2,Measurement 8 14	height
2,T3,Value 15 39	less than 5th percentile
3,R1,Has_value Arg1:T2 Arg2:T3
4,R2,Has_temporal Arg1:T2 Arg2:T1
5,T4,Non-representable 40 46	AND/OR
6,T5,Measurement 48 70	Predicted adult height
7,T6,Qualifier 81 89	bone age
8,T7,Value 91 126	more than 10 cm below target height
9,R3,Has_qualifier Arg1:T5 Arg2:T6
10,R4,Has_value Arg1:T5 Arg2:T7
11,T8,Qualifier 128 147	mid parental height
12,R5,Has_qualifier Arg1:T7 Arg2:T8
13,T9,Observation 150 169	Evidence of puberty
14,T10,Measurement 190 215	serum luteinizing hormone
15,T11,Condition 171 185	physical signs
16,T12,Value 216 226	> 0.3 IU/L
17,T13,Measurement 231 243	testosterone
18,T14,Value 244 254	> 15 ng/dl
19,R6,Has_value Arg1:T13 Arg2:T14
20,R7,Has_value Arg1:T10 Arg2:T12
21,T15,Scope 171 254	physical signs and serum luteinizing hormone > 0.3 IU/L and testosterone > 15 ng/dl
22,*,OR T10 T13
23,R8,Has_scope Arg1:T9 Arg2:T15
0,T1,Qualifier 12 18	severe
1,T2,Condition 19 35	systemic disease
2,R1,Has_qualifier Arg1:T2 Arg2:T1
3,T3,Condition 49 70	coagulation disorders
4,T4,Temporal 72 79	Current
5,T5,Temporal 83 91	previous
6,T6,Observation 92 99	history
7,*,OR T5 T4
8,T7,Scope 72 91	Current or previous
9,R2,Has_scope Arg1:T6 Arg2:T7
10,T8,Condition 103 123	analgesic dependence
11,T9,Drug 103 112	analgesic
12,R3,multi Arg1:T8 Arg2:T9
13,R4,Has_temporal Arg1:T8 Arg2:T6
14,T10,Condition 125 132	Allergy
15,T11,Drug 147 170	drugs used in the study
16,R5,AND Arg1:T10 Arg2:T11
17,T12,Person 172 177	Women
18,T13,Condition 178 186	pregnant
19,T14,Condition 190 199	lactating
20,*,OR T13 T14 T17
21,T15,Person 204 209	women
22,T16,Mood 210 228	planning to become
23,T17,Condition 229 237	pregnant
24,R6,Has_mood Arg1:T17 Arg2:T16
25,T18,Condition 251 263	hearing loss
26,T19,Condition 277 305	cardiovascular comorbidities
27,T20,Condition 388 410	cognitive disabilities
28,T21,Condition 354 374	kidney comorbidities
29,T22,Condition 319 340	hepatic comorbidities
0,T1,Person 0 3	Men
1,T2,Person 8 13	women
2,T3,Person 14 18	aged
3,T4,Value 19 30	18-45 years
4,R1,Has_value Arg1:T3 Arg2:T4
5,*,OR T1 T2
6,T5,Condition 46 66	functional dyspepsia
7,T6,Measurement 81 104	Rome IV criteria (2016)
8,R2,AND Arg1:T6 Arg2:T5
9,T7,Measurement 107 116	GIS score
10,T8,Value 120 130	at least 6
11,R3,Has_value Arg1:T7 Arg2:T8
12,T9,Measurement 142 156	H. pylori test
13,T10,Value 133 141	Negative
14,R4,Has_value Arg1:T9 Arg2:T10
15,T11,Post-eligibility 160 274	Availability of a signed patient information sheet (Informed Consent form) for participation in the clinical trial
16,T12,Pregnancy_considerations 277 370	Patients who agree to use an effective method of contraception throughout the clinical trial.
0,T1,Procedure 0 19	Major spine surgery
1,T2,Person 62 67	years
2,T3,Value 56 61	18-80
3,R1,Has_value Arg1:T2 Arg2:T3
0,T1,Parsing_Error 0 2	1.
1,T2,Parsing_Error 182 184	2.
2,T3,Parsing_Error 207 209	3.
3,T4,Parsing_Error 237 239	4.
4,T5,Parsing_Error 263 265	5.
5,T6,Parsing_Error 298 300	6.
6,T7,Parsing_Error 350 352	7.
7,T8,Parsing_Error 395 397	8.
8,T9,Parsing_Error 425 427	9.
9,T10,Parsing_Error 456 459	10.
10,T11,Parsing_Error 502 505	11.
11,T12,Parsing_Error 613 616	12.
12,T13,Parsing_Error 682 685	13.
13,T14,Parsing_Error 728 731	14.
14,T15,Parsing_Error 785 788	15.
15,T16,Condition 5 22	medical condition
16,T17,Condition 35 38	PBC
17,T18,Negation 24 34	other than
18,*,OR T17 T18
19,R1,AND Arg1:T16 Arg2:T17
20,T19,Subjective_judgement 45 74	in the investigator's opinion
21,T20,"Non-query-able 3 180	A medical condition, other than PBC, that in the investigator's opinion would preclude full participation in the study or confound its results (e.g., cancer on active treatment)"
22,T21,"Post-eligibility 3 180	A medical condition, other than PBC, that in the investigator's opinion would preclude full participation in the study or confound its results (e.g., cancer on active treatment)"
23,T22,Measurement 185 188	AST
24,T23,Measurement 192 195	ALT
25,T24,Value 196 205	> 3 × ULN
26,R2,Has_value Arg1:T23 Arg2:T24
27,R3,Has_value Arg1:T22 Arg2:T24
28,*,OR T23 T22
29,T25,Measurement 210 225	Total bilirubin
30,T26,Value 226 235	> 2 × ULN
31,R4,Has_value Arg1:T25 Arg2:T26
32,T27,Condition 240 261	Auto-immune hepatitis
33,T28,Condition 266 296	Primary sclerosing cholangitis
34,T29,Condition 318 348	alpha-1-Antitrypsin deficiency
35,T30,Observation 307 314	history
36,R5,Has_temporal Arg1:T29 Arg2:T30
37,T31,Condition 378 393	viral hepatitis
38,T32,Temporal 370 377	chronic
39,R6,Has_temporal Arg1:T31 Arg2:T32
40,T33,Observation 359 366	history
41,R7,Has_temporal Arg1:T31 Arg2:T33
42,T34,Measurement 398 413	Creatine kinase
43,T35,Value 414 423	above ULN
44,R8,Has_value Arg1:T34 Arg2:T35
45,T36,Measurement 428 444	Serum creatinine
46,T37,Value 445 454	above ULN
47,R9,Has_value Arg1:T36 Arg2:T37
48,T38,Person 464 471	females
49,T39,Condition 473 482	pregnancy
50,T40,Condition 486 500	breast-feeding
51,*,OR T39 T40
52,T41,Scope 473 500	pregnancy or breast-feeding
53,A1,Optional T38
54,R10,Has_scope Arg1:T38 Arg2:T41
55,T42,Drug 513 523	colchicine
56,T43,Drug 525 537	methotrexate
57,T44,Drug 539 551	azathioprine
58,T45,Drug 556 573	systemic steroids
59,T46,Temporal 574 611	in the two months preceding screening
60,T47,Reference_point 602 611	screening
61,R11,Has_index Arg1:T46 Arg2:T47
62,*,OR T42 T43 T44 T45
63,T48,"Scope 513 573	colchicine, methotrexate, azathioprine, or systemic steroids"
64,R12,Has_temporal Arg1:T48 Arg2:T46
65,T49,Drug 632 640	fibrates
66,T50,Temporal 617 624	Current
67,T51,Drug 652 664	fenofibrates
68,T52,Drug 669 680	simvastatin
69,*,OR T52 T51 T49
70,T53,"Scope 632 680	fibrates, including fenofibrates, or simvastatin"
71,R13,Has_temporal Arg1:T53 Arg2:T50
72,T55,Procedure 696 726	experimental treatment for PBC
73,T56,Undefined_semantics 696 726	experimental treatment for PBC
74,T54,Context_Error 696 726	experimental treatment for PBC
75,T57,Drug 766 783	immunosuppressant
76,T58,Qualifier 755 765	unapproved
77,T59,Qualifier 739 751	experimental
78,*,OR T58 T59
79,T60,Scope 739 765	experimental or unapproved
80,R14,Has_scope Arg1:T57 Arg2:T60
81,T61,Undefined_semantics 739 765	experimental or unapproved
82,T62,Context_Error 739 765	experimental or unapproved
83,T63,"Non-query-able 789 938	Any other condition(s) that would compromise the safety of the subject or compromise the quality of the clinical study, as judged by the Investigator"
84,T64,"Context_Error 789 938	Any other condition(s) that would compromise the safety of the subject or compromise the quality of the clinical study, as judged by the Investigator"
85,T65,"Post-eligibility 789 938	Any other condition(s) that would compromise the safety of the subject or compromise the quality of the clinical study, as judged by the Investigator"
86,T66,"Subjective_judgement 789 938	Any other condition(s) that would compromise the safety of the subject or compromise the quality of the clinical study, as judged by the Investigator"
0,T1,Measurement 0 8	Bone age
1,T2,Value 17 37	more than 14.0 years
2,R1,Has_value Arg1:T1 Arg2:T2
3,T3,Measurement 39 67	Follicle stimulating hormone
4,T4,Value 68 77	> 20 IU/L
5,R2,Has_value Arg1:T3 Arg2:T4
0,T1,Condition 14 32	placenta pathology
1,T2,Condition 41 48	praevia
2,T3,Condition 50 56	acreta
3,T4,Condition 58 71	pre-eclampsia
4,*,OR T3 T4 T2
5,T5,"Scope 41 71	praevia, acreta, pre-eclampsia"
6,R1,Subsumes Arg1:T1 Arg2:T5
7,T6,Condition 87 105	bleeding disorders
8,T7,Condition 116 144	vonWillebrand disease type I
9,R2,Subsumes Arg1:T6 Arg2:T7
10,T8,Condition 153 164	intolerance
11,T9,Multiplier 168 182	one of the two
12,T10,Drug 183 188	drugs
13,R3,Has_multiplier Arg1:T10 Arg2:T9
14,R4,AND Arg1:T8 Arg2:T10
15,T11,Condition 205 222	prolonged QT-time
16,T12,Qualifier 226 231	other
17,T13,Condition 232 256	serious cardiac diseases
18,R5,Has_qualifier Arg1:T13 Arg2:T12
19,*,OR T11 T13
20,T14,Condition 259 264;275 282	Liver failure
21,T15,Condition 268 282	kidney failure
22,*,OR T14 T15
23,T16,Condition 285 293	Epilepsy
24,T17,"Post-eligibility 296 390	Any medical reason why, in the opinion of the investigator, the patient should not participate"
0,T1,Mood 0 20	Scheduled to undergo
1,T2,Qualifier 21 30	bilateral
2,T3,Procedure 31 53	palatine tonsillectomy
3,T4,Multiplier 61 75	only procedure
4,R1,Has_multiplier Arg1:T3 Arg2:T4
5,T5,Procedure 66 75	procedure
6,R2,multi Arg1:T4 Arg2:T5
7,R3,Has_qualifier Arg1:T3 Arg2:T2
8,R4,Has_mood Arg1:T3 Arg2:T1
0,T1,Measurement 0 3	ASA
1,T2,Value 4 10	4 or 5
2,R1,Has_value Arg1:T1 Arg2:T2
3,T3,Procedure 12 37	revision hip arthroplasty
4,T4,Condition 52 64	chronic pain
5,T5,Drug 80 86	opioid
6,T6,Qualifier 72 79	chronic
7,R2,Has_qualifier Arg1:T5 Arg2:T6
8,T7,Temporal 92 105	over 3 months
9,R3,Has_temporal Arg1:T5 Arg2:T7
10,T8,Post-eligibility 133 191	inability to communicate pain scores or need for analgesia
11,T9,Condition 199 211	hip fracture
12,T10,Qualifier 193 198	acute
13,R4,Has_qualifier Arg1:T9 Arg2:T10
14,T11,Condition 213 222	Infection
15,T12,Qualifier 230 253	site of block placement
16,R5,Has_qualifier Arg1:T11 Arg2:T12
17,T13,Person 255 258	Age
18,T14,Value 259 306	under 18 years old or greater than 75 years old
19,R6,Has_value Arg1:T13 Arg2:T14
20,T15,Pregnancy_considerations 308 322	Pregnant women
21,T16,Condition 324 335	Intolerance
22,T17,Condition 336 343	allergy
23,T18,Drug 347 364	local anesthetics
24,*,OR T16 T17
25,T19,Scope 324 343	Intolerance/allergy
26,R7,AND Arg1:T19 Arg2:T18
27,T20,Person 366 372	Weight
28,T21,Value 373 379	<50 kg
29,R8,Has_value Arg1:T20 Arg2:T21
30,T22,Condition 417 422	abuse
31,T23,Condition 401 410	addiction
32,T24,Qualifier 443 464	prescription medicine
33,T25,Qualifier 472 479	alcohol
34,*,OR T23 T22
35,T26,Qualifier 426 438	illicit drug
36,*,OR T26 T24 T25
37,T27,"Scope 426 479	illicit drug(s), prescription medicine(s), or alcohol"
38,T28,Scope 401 422	addiction to or abuse
39,T29,Temporal 491 503	past 2 years
40,R9,Has_temporal Arg1:T28 Arg2:T29
41,R10,Has_scope Arg1:T28 Arg2:T27
42,T30,Condition 519 526	anxiety
43,T31,Condition 528 541	schizophrenia
44,T32,Condition 552 572	psychiatric disorder
45,*,OR T30 T31 T32
46,T33,"Non-query-able 667 872	Current or historical evidence of any clinically significant disease or condition that, in the opinion of the investigator, may increase the risk of surgery or complicate the subject's postoperative course"
0,T1,Person 0 3	Age
1,T2,Value 4 23	= 19 and = 70 years
2,R1,Has_value Arg1:T1 Arg2:T2
3,T3,Condition 38 53	liver cirrhosis
4,T4,Measurement 55 68	Serum albumin
5,T5,Value 75 84	= 3.5g/dl
6,T6,Procedure 86 96	ultrasound
7,T7,Procedure 100 107	CT scan
8,T8,Condition 118 125	ascites
9,T9,Qualifier 128 135	Grade 1
10,R2,Has_qualifier Arg1:T8 Arg2:T9
11,*,OR T7 T6
12,T10,Scope 86 107	ultrasound or CT scan
13,R3,AND Arg1:T10 Arg2:T8
14,R4,Has_value Arg1:T4 Arg2:T5
15,T11,Negation 138 140	No
16,T12,Drug 159 168	diuretics
17,T13,Drug 173 177	BCAA
18,*,OR T12 T13
19,T14,Scope 159 177	diuretics and BCAA
20,R5,Has_negation Arg1:T14 Arg2:T11
21,T15,Temporal 189 200	past 1 week
22,R6,Has_temporal Arg1:T14 Arg2:T15
23,T16,Informed_consent 202 246	Voluntary consent to take part in this trial
0,T1,Person 0 5	Males
1,T2,Person 6 10	aged
2,T3,Value 11 29	18 years and above
3,T4,Condition 60 79	prostatic carcinoma
4,T5,Procedure 90 106	prostate surgery
5,R1,AND Arg1:T4 Arg2:T5
6,R2,Has_value Arg1:T2 Arg2:T3
0,T1,Non-query-able 0 16	English speaking
1,T2,Person 42 45	old
2,T3,Value 18 41	between 18 and 75 years
3,R1,Has_value Arg1:T2 Arg2:T3
4,T4,Measurement 47 84	American Society of Anesthesiologists
5,T5,Measurement 86 89	ASA
6,T6,Value 91 94	1-3
7,R2,Subsumes Arg1:T4 Arg2:T5
8,R3,Has_value Arg1:T4 Arg2:T6
9,T7,Procedure 115 145	primary total hip arthroplasty
0,T1,Procedure 23 52	ophthalmic surgical procedure
1,T2,Temporal 53 98	within 6 months of the beginning of the study
2,T3,Reference_point 93 98	study
3,R1,Has_temporal Arg1:T1 Arg2:T2
4,R2,Has_index Arg1:T2 Arg2:T3
5,T4,Condition 130 138	glaucoma
6,T5,Condition 144 155	abnormality
7,T6,Qualifier 163 169	cornea
8,R3,Has_qualifier Arg1:T5 Arg2:T6
9,T7,Condition 226 233	allergy
10,T8,Condition 235 251	hypersensitivity
11,T9,Drug 264 275	Brimonidine
12,*,OR T7 T8
13,T10,Scope 226 251	allergy/ hypersensitivity
14,R4,AND Arg1:T10 Arg2:T9
15,T11,Condition 277 294	Contra-indication
16,T12,Drug 298 309	Brimonidine
17,T13,Drug 332 360	monoamine oxidase inhibitors
18,T14,Drug 362 365	MOA
19,R5,Subsumes Arg1:T13 Arg2:T14
20,R6,AND Arg1:T11 Arg2:T12
21,R7,Subsumes Arg1:T11 Arg2:T13
22,T15,Informed_consent 368 423	Patients unwilling or unable to provide informed consen
23,T16,Observation 452 479	difficult airway management
0,T1,Measurement 0 16	Child-Pugh score
1,T2,Value 17 21	> 12
2,R1,Has_value Arg1:T1 Arg2:T2
3,T3,Condition 48 51	HCC
4,T4,Temporal 63 75	past 5 years
5,R2,Has_temporal Arg1:T3 Arg2:T4
6,T5,Measurement 77 93	Serum creatinine
7,T6,Value 94 104	> 1.5mg/dl
8,R3,Has_value Arg1:T5 Arg2:T6
9,T7,Measurement 106 121	Serum bilirubin
10,T8,Value 122 131	> 5.0mg/d
11,R4,Has_value Arg1:T7 Arg2:T8
12,T9,Condition 151 164	complications
13,T10,Condition 168 171	SBP
14,T11,Condition 176 198	hepatic encephalopathy
15,T12,Measurement 199 215	West Haven grade
16,T13,Value 216 219	= 3
17,R5,Has_value Arg1:T12 Arg2:T13
18,R6,AND Arg1:T11 Arg2:T12
19,*,OR T10 T11
20,T14,"Scope 168 220	SBP, or hepatic encephalopathy(West Haven grade = 3)"
21,R7,Subsumes Arg1:T9 Arg2:T14
22,T15,Condition 247 260	organ failure
23,T16,Condition 264 301	acute exacerbation of liver cirrhosis
24,T17,Temporal 313 325	past 1 month
25,R8,AND Arg1:T15 Arg2:T16
26,R9,Has_temporal Arg1:T16 Arg2:T17
27,T18,Condition 358 377	respiratory disease
28,T19,Condition 347 354;370 377	cardiac disease
29,*,OR T18 T19
30,T20,Scope 347 377	cardiac or respiratory disease
31,T21,Qualifier 339 346	serious
32,R10,Has_qualifier Arg1:T20 Arg2:T21
33,T22,Condition 379 394	Contraindicated
34,T23,Drug 405 414	diuretics
35,T24,Drug 418 422	BCAA
36,*,OR T23 T24
37,T25,Scope 405 422	diuretics or BCAA
