,1,2
154,A8,Eq-Temporal-Unit-Value T32 year
155,A9,Eq-Temporal-Unit-Value T33 month
156,A10,Observation-Type-Value E6 lab
157,A11,Eq-Operator-Value T55 LT
158,A12,Eq-Operator-Value T59 GT
159,A14,Polarity-Value T72 positive
160,A15,Assertion-Type-Value E43 hypothetical
161,A16,Assertion-Type-Value E48 hypothetical
162,A17,Eq-Temporal-Period-Value T98 present
163,A18,Eq-Temporal-Period-Value T102 past
164,A19,Severity-Value T103 severe
165,A20,Severity-Value T104 severe
166,A21,Severity-Value T105 severe
167,A22,Stability-Value T106 change
168,R2,Caused-By Arg1:E17 Arg2:E15
169,R3,Example-Of Arg1:E49 Arg2:E15
170,R4,Example-Of Arg1:E19 Arg2:E15
171,R5,Example-Of Arg1:E50 Arg2:E15
172,R6,Example-Of Arg1:E53 Arg2:E51
173,R1,Equivalent-To Arg1:E54 Arg2:E42
174,R7,And Arg1:E24 Arg2:E26
175,R8,Or Arg1:E8 Arg2:E12
176,R9,Or Arg1:E3 Arg2:E18
177,R10,Or Arg1:E22 Arg2:E25
178,R11,Before Arg1:E9 Arg2:E32
179,R12,Or Arg1:E37 Arg2:E39
180,R13,Or Arg1:E44 Arg2:E13
181,R14,Or Arg1:E49 Arg2:E19
0,E1,Observation:T1 Name:T2 Numeric-Filter:E13
1,E4,Condition:T4 Name:T5 Acuteness:T71
2,E6,Drug:T6 Name:T7 Temporality:E29
3,E8,Condition:T8 Name:T9
4,E10,Procedure:T10 Name:T11 Temporality:E14
5,E13,Eq-Comparison:T22 Operator:T14 Value:T19
6,E14,Eq-Comparison:T23 Operator:T15 Temporal-Unit:T17 Value:T20 Temporal-Period:T68
7,E2,Observation:T24 Name:T25 Numeric-Filter:E5
8,E3,Condition:T26 Name:T27
9,E5,Eq-Comparison:T3 Unit:T28 Value:T30 Value2:T29
10,E7,Procedure:T31 Name:T58
11,E9,Assertion:T32 Asserted:E7
12,E11,Observation:T33 Name:T34 Polarity:T73
13,E15,Modifier:T35 Modifies:T34
14,E16,Modifier:T36 Modifies:T34
15,E19,Condition:T39 Name:T40 Temporality:E37
16,E20,Modifier:T41 Modifies:T5
17,E21,Modifier:T42 Modifies:T5
18,E22,Modifier:T43 Modifies:T5
19,E24,Condition:T45 Name:T46
20,E26,Modifier:T48 Modifies:T9
21,E28,Modifier:T50 Modifies:T9
22,E29,Eq-Comparison:T51 Temporal-Period:T52
23,E12,Modifier:T12 Modifies:E33
24,E31,Modifier:T13 Modifies:E33
25,E33,Drug:T56 Temporality:E34 Temporality2:E40
26,E34,Eq-Comparison:T57 Operator:T16 Temporal-Unit:T18 Value:T21 Temporal-Period:T72
27,E35,Condition:T59 Name:T60 Temporality:E36
28,E36,Eq-Comparison:T61 Temporal-Period:T62
29,E37,Eq-Comparison:T63 Temporal-Period:T64
30,E38,Eq-Comparison:T65 Temporal-Period:T66
31,E40,Eq-Comparison:T69 Temporal-Period:T70
32,E39,Modifier:T67 Modifies:T11
33,T1,Observation 111 126	Body mass index
34,T2,Observation-Name 111 126	Body mass index
35,T4,Condition 307 314	illness
36,T5,Condition-Name 307 314	illness
37,T6,Drug 432 453	anticoagulant therapy
38,T7,Drug-Name 432 453	anticoagulant therapy
39,T8,Condition 406 414	disorder
40,T9,Condition-Name 406 414	disorder
41,T10,Procedure 507 526	aesthetic procedure
42,T11,Procedure-Name 507 526	aesthetic procedure
43,T14,Eq-Operator 127 128	≥
44,T15,Eq-Operator 539 545	within
45,T16,Eq-Operator 634 640	within
46,T17,Eq-Temporal-Unit 557 563	months
47,T18,Eq-Temporal-Unit 656 662	months
48,T19,Eq-Value 128 130	20
49,T20,Eq-Value 555 556	6
50,T21,Eq-Value 654 655	3
51,T22,Eq-Comparison 127 130	≥20
52,T23,Eq-Comparison 539 563	within the past 6 months
53,T24,Observation 70 87	Glogau photoaging
54,T25,Observation-Name 70 87	Glogau photoaging
55,T26,Condition 46 63	facial skin aging
56,T27,Condition-Name 46 63	facial skin aging
57,T3,Eq-Comparison 88 104	score II and III
58,T28,Eq-Unit 88 93	score
59,T29,Eq-Value 94 96	II
60,T30,Eq-Value 101 104	III
61,T31,Procedure 207 221	lipoaspiration
62,T32,Assertion 203 206	for
63,T33,Observation 177 191	adipose tissue
64,T34,Observation-Name 177 191	adipose tissue
65,T35,Modifier 164 176	subcutaneous
66,T36,Modifier 145 154	abdominal
67,T39,Condition 259 275	keloid formation
68,T40,Condition-Name 259 275	keloid formation
69,T41,Modifier 321 330	metabolic
70,T42,Modifier 332 342	autoimmune
71,T43,Modifier 346 356	endocrinal
72,T45,Condition 361 371	malignancy
73,T46,Condition-Name 361 371	malignancy
74,T48,Modifier 382 390	bleeding
75,T50,Modifier 394 405	coagulation
76,T51,Eq-Comparison 418 424	recent
77,T52,Eq-Temporal-Period 418 424	recent
78,T12,Modifier 591 610	anti-aging systemic
79,T13,Modifier 614 621	topical
80,T56,Drug 622 633	medications
81,T57,Eq-Comparison 634 662	within the previous 3 months
82,T58,Procedure-Name 207 221	lipoaspiration
83,T59,Condition 467 476	infection
84,T60,Condition-Name 467 476	infection
85,T61,Eq-Comparison 460 466	Active
86,T62,Eq-Temporal-Period 460 466	Active
87,T63,Eq-Comparison 248 255	History
88,T64,Eq-Temporal-Period 248 255	History
89,T65,Eq-Comparison 483 506	History of any previous
90,T66,Eq-Temporal-Period 483 506	History of any previous
91,T69,Eq-Comparison 570 577	History
92,T70,Eq-Temporal-Period 570 577	History
93,T71,Acuteness 299 306	chronic
94,T67,Modifier 534 538	face
95,T68,Eq-Temporal-Period 550 554	past
96,T72,Eq-Temporal-Period 645 653	previous
97,T73,Polarity 136 144	adequate
98,A1,Observation-Type-Value E1 vital
99,A2,Eq-Operator-Value T14 GTEQ
100,A3,Eq-Operator-Value T15 LTEQ
101,A4,Eq-Operator-Value T16 LTEQ
102,A5,Eq-Temporal-Unit-Value T17 month
103,A6,Eq-Temporal-Unit-Value T18 month
104,A7,Assertion-Type-Value E9 hypothetical
105,A8,Eq-Temporal-Period-Value T52 present
106,A9,Eq-Temporal-Period-Value T62 present
107,A10,Eq-Temporal-Period-Value T64 past
108,A11,Eq-Temporal-Period-Value T66 past
109,A13,Eq-Temporal-Period-Value T70 past
110,A12,Eq-Temporal-Period-Value T68 past
111,A14,Eq-Temporal-Period-Value T72 past
112,A15,Polarity-Value T73 normal
113,A16,Observation-Type-Value E2 clinical-score
114,A17,Acuteness-Type-Value T71 chronic
115,R1,Using Arg1:E7 Arg2:E11
116,R2,Or Arg1:E16 Arg2:E15
117,R3,And Arg1:E1 Arg2:E11
118,R4,Or Arg1:E21 Arg2:E22
119,R5,Or Arg1:E4 Arg2:E24
120,R6,Or Arg1:E26 Arg2:E28
121,R7,Or Arg1:E8 Arg2:E6
122,R8,Or Arg1:E12 Arg2:E31
123,R9,Or Arg1:E20 Arg2:E21
0,E1,Age:T3 Numeric-Filter:E3
1,E3,Eq-Comparison:T6 Operator:T1 Temporal-Unit:T2 Value:T5
2,E4,Condition:T7 Name:T8
3,E5,Procedure:T9 Name:T10
4,E6,Procedure:T11 Name:T12
5,E2,Condition:T4 Name:T14
6,E8,Negation:T15 Negates:E2
7,E9,Procedure:T16 Name:T17
8,T1,Eq-Operator 243 244	>
9,T2,Eq-Temporal-Unit 248 253	years
10,T3,Age 239 242	Age
11,T5,Eq-Value 245 247	21
12,T6,Eq-Comparison 243 253	> 21 years
13,T7,Condition 139 150	lung nodule
14,T8,Condition-Name 139 150	lung nodule
15,T9,Procedure 154 170	chest radiograph
16,T10,Procedure-Name 154 170	chest radiograph
17,T11,Procedure 174 193	Computed Tomography
18,T12,Procedure-Name 174 193	Computed Tomography
19,T4,Condition 370 382	lung nodules
20,T14,Condition-Name 370 382	lung nodules
21,T15,Negation 342 344	no
22,T16,Procedure 345 357	radiographic
23,T17,Procedure-Name 345 357	radiographic
24,A1,Eq-Operator-Value T1 GT
25,A2,Eq-Temporal-Unit-Value T2 year
26,R1,Found-By Arg1:E4 Arg2:E5
27,R2,Found-By Arg1:E6 Arg2:E4
28,R3,Found-By Arg1:E2 Arg2:E9
29,R4,Or Arg1:E5 Arg2:E6
0,E1,Condition:T1 Name:T2 Stability:T12
1,E5,Condition:T5 Name:T6
2,E7,Condition:T7 Name:T8
3,E8,Age:T11 Numeric-Filter:E10
4,E10,Eq-Comparison:T14 Operator:T9 Temporal-Unit:T10 Value:T13
5,E2,Observation:T15 Name:T16
6,E4,Observation:T17 Name:T18
7,E11,Condition:T20 Name:T21
8,E12,Modifier:T22 Modifies:E11
9,E13,Modifier:T23
10,E15,Modifier:T25 Modifies:E7
11,E16,Condition:T26 Severity:T27
12,E17,Modifier:T28 Modifies:E16
13,E19,Condition:T30 Name:T31
14,E20,Modifier:T32 Modifies:T31
15,E21,Modifier:T33
16,E3,Condition:T3 Name:T4
17,E23,Assertion:T35 Asserted:E3
18,E25,Condition:T39 Name:T40 Temporality:E26
19,E26,Eq-Comparison:T41 Temporal-Period:T42
20,E27,Negation:T43 Negates:E25
21,E29,Coreference:T45 Stability:T44 Refers-To:E5
22,E24,Condition:T37 Stability:T38
23,T1,Condition 438 453	cardiac disease
24,T2,Condition-Name 438 453	cardiac disease
25,T5,Condition 38 42	COPD
26,T6,Condition-Name 38 42	COPD
27,T7,Condition 578 582	COPD
28,T8,Condition-Name 578 582	COPD
29,T9,Eq-Operator 409 410	<
30,T10,Eq-Temporal-Unit 414 419	years
31,T11,Age 405 408	Age
32,T13,Eq-Value 411 413	18
33,T14,Eq-Comparison 409 419	< 18 years
34,T15,Observation 83 106	pulmonary function test
35,T16,Observation-Name 83 106	pulmonary function test
36,T17,Observation 56 76	clinical examination
37,T18,Observation-Name 56 76	clinical examination
38,T20,Condition 492 500	diseases
39,T21,Condition-Name 492 500	diseases
40,T22,Modifier 479 491	neurological
41,T23,Modifier 459 474	Musculoskeletal
42,T25,Modifier 583 594	final stage
43,T26,Condition 612 619	disease
44,T27,Severity 604 611	serious
45,T28,Modifier 620 631	final stage
46,T30,Condition 674 684	impairment
47,T31,Condition-Name 674 684	impairment
48,T32,Modifier 662 673	psychiatric
49,T33,Modifier 649 658	cognitive
50,T3,Condition 707 742	inability to follow simple commands
51,T4,Condition-Name 707 742	inability to follow simple commands
52,T35,Assertion 690 695	would
53,T39,Condition 154 183	respiratory system infections
54,T40,Condition-Name 154 183	respiratory system infections
55,T41,Eq-Comparison 147 153	recent
56,T42,Eq-Temporal-Period 147 153	recent
57,T43,Negation 139 146	without
58,T45,Coreference 207 218	the disease
59,T12,Stability 429 437	Unstable
60,T37,Condition 119 137	clinical condition
61,T38,Stability 112 118	Stable
62,T44,Stability 191 203	exacerbation
63,A1,Eq-Operator-Value T9 LT
64,A2,Eq-Temporal-Unit-Value T10 year
65,A3,Observation-Type-Value E2 lab
66,A4,Severity-Value T27 severe
67,A6,Eq-Temporal-Period-Value T42 recent
68,A5,Assertion-Type-Value E23 hypothetical
69,A7,Stability-Value T12 change
70,A8,Stability-Value T38 stable
71,A9,Stability-Value T44 change
72,R1,Found-By Arg1:E5 Arg2:E4
73,R3,Caused-By Arg1:E3 Arg2:E19
74,R4,Equivalent-To Arg1:E27 Arg2:E24
75,R2,Found-By Arg1:E5 Arg2:E2
76,R5,And Arg1:E4 Arg2:E2
77,R6,Or Arg1:E13 Arg2:E12
78,R7,Or Arg1:E15 Arg2:E16
79,R8,Or Arg1:E21 Arg2:E20
80,R9,Or Arg1:E25 Arg2:E29
0,E1,Condition:T1 Name:T2 Temporality:E13
1,E3,Condition:T3 Name:T4
2,E5,Condition:T5 Name:T6
3,E7,Condition:T7 Name:T8
4,E9,Condition:T9 Name:T10
5,E10,Eq-Comparison:T13 Operator:T11 Value:T12
6,E4,Observation:T15 Name:T16 Numeric-Filter:E10
7,E6,Drug:T17 Name:T18 Minimum-Count:E12
8,E8,Procedure:T19
9,E12,Eq-Comparison:T21 Value:T22 Value2:T23 Operator:T24
10,E13,Eq-Comparison:T25 Temporal-Period:T26
11,E14,Condition:T27 Name:T28
12,E16,Exception:T30 From:E7 Except:E9
13,E17,Modifier:T31 Modifies:T4
14,E18,Modifier:T32 Modifies:T6
15,T1,Condition 197 217	corneal inflammation
16,T2,Condition-Name 197 217	corneal inflammation
17,T3,Condition 51 59	glaucoma
18,T4,Condition-Name 51 59	glaucoma
19,T5,Condition 70 82	hypertension
20,T6,Condition-Name 70 82	hypertension
21,T7,Condition 232 249	Retinal disorders
22,T8,Condition-Name 232 249	Retinal disorders
23,T9,Condition 270 278	glaucoma
24,T10,Condition-Name 270 278	glaucoma
25,T11,Eq-Operator 98 99	≤
26,T12,Eq-Value 100 103	0.8
27,T13,Eq-Comparison 98 103	≤ 0.8
28,T15,Observation 88 97	C/D ratio
29,T16,Observation-Name 88 97	C/D ratio
30,T17,Drug 134 164	ocular hypotensive medications
31,T18,Drug-Name 134 164	ocular hypotensive medications
32,T19,Procedure 124 133	operative
33,T21,Eq-Comparison 109 120	Zero to two
34,T22,Eq-Value 109 113	Zero
35,T23,Eq-Value 117 120	two
36,T24,Eq-Operator 114 116	to
37,T25,Eq-Comparison 190 196	Active
38,T26,Eq-Temporal-Period 190 196	Active
39,T27,Condition 221 226	edema
40,T28,Condition-Name 221 226	edema
41,T30,Exception 250 253	not
42,T31,Modifier 40 50	open-angle
43,T32,Modifier 63 69	ocular
44,A1,Eq-Operator-Value T11 LTEQ
45,A3,Eq-Operator-Value T24 BETWEEN
46,A4,Eq-Temporal-Period-Value T26 present
47,R1,Or Arg1:E3 Arg2:E5
48,R2,Before Arg1:E8 Arg2:E6
49,R3,Or Arg1:E1 Arg2:E14
0,E1,Age:T7 Numeric-Filter:E4
1,E3,Eq-Comparison:T12 Operator:T3 Value:T9 Unit:T19
2,E4,Eq-Comparison:T13 Operator:T4 Temporal-Unit:T6 Value:T10
3,E5,Eq-Comparison:T14 Operator:T5 Value:T11 Unit:T22
4,E6,Condition:T15 Name:T16
5,E7,Observation:T17 Name:T18 Numeric-Filter:E3
6,E8,Observation:T20 Name:T21 Numeric-Filter:E5
7,E9,Condition:T23 Name:T24
8,T1,Language 90 97	Swedish
9,T2,Language 101 108	English
10,T3,Eq-Operator 42 43	<
11,T4,Eq-Operator 58 59	≥
12,T5,Eq-Operator 290 291	<
13,T6,Eq-Temporal-Unit 63 68	years
14,T7,Age 54 57	Age
15,T9,Eq-Value 44 46	20
16,T10,Eq-Value 60 62	18
17,T11,Eq-Value 292 293	2
18,T12,Eq-Comparison 42 48	< 20 %
19,T13,Eq-Comparison 58 68	≥ 18 years
20,T14,Eq-Comparison 290 295	< 2 %
21,T15,Condition 25 35	Minor burn
22,T16,Condition-Name 25 35	Minor burn
23,T17,Observation 37 41	TBSA
24,T18,Observation-Name 37 41	TBSA
25,T19,Eq-Unit 47 48	%
26,T20,Observation 285 289	TBSA
27,T21,Observation-Name 285 289	TBSA
28,T22,Eq-Unit 294 295	%
29,T23,Condition 138 155	Mentally adequate
30,T24,Condition-Name 138 155	Mentally adequate
31,A1,Eq-Operator-Value T3 LT
32,A2,Eq-Operator-Value T4 GTEQ
33,A3,Eq-Operator-Value T5 LT
34,A4,Eq-Temporal-Unit-Value T6 year
35,R1,Or Arg1:T1 Arg2:T2
36,R2,Or Arg1:E6 Arg2:E7
0,E1,Condition:T1 Name:T2
1,E2,Condition:T3 Name:T4 Temporality:E24
2,E3,Condition:T5 Name:T6 Temporality:E22
3,E4,Condition:T7 Name:T8 Temporality:E26
4,E5,Drug:T9 Name:T10 Temporality:E20
5,E6,Condition:T11 Name:T12 Stability:T41
6,E7,Condition:T13 Name:T14
7,E8,Condition:T15 Name:T16
8,E9,Condition:T17 Name:T18
9,E10,Condition:T19 Name:T20
10,E11,Condition:T21 Name:T22
11,E12,Condition:T23 Name:T24
12,E13,Condition:T25 Name:T26
13,E14,Condition:T27 Name:T28
14,E15,Modifier:T29 Modifies:E14
15,E16,Modifier:T30 Modifies:E14
16,E17,Modifier:T31 Modifies:E14
17,E19,Drug:T33 Name:T34 Temporality:E21
18,E20,Eq-Comparison:T35 Temporal-Period:T36
19,E21,Eq-Comparison:T37 Temporal-Period:T38
20,E22,Eq-Comparison:T39 Temporal-Period:T40
21,E23,Condition:T42 Name:T43 Temporality:E25
22,E24,Eq-Comparison:T44 Temporal-Period:T45
23,E25,Eq-Comparison:T46 Temporal-Period:T47
24,E26,Eq-Comparison:T48 Temporal-Period:T49
25,T1,Condition 47 49	AS
26,T2,Condition-Name 47 49	AS
27,T3,Condition 179 181	OP
28,T4,Condition-Name 179 181	OP
29,T5,Condition 244 258	bone fractures
30,T6,Condition-Name 244 258	bone fractures
31,T7,Condition 286 288	OP
32,T8,Condition-Name 286 288	OP
33,T9,Drug 307 312	drugs
34,T10,Drug-Name 307 312	drugs
35,T11,Condition 325 340	bone metabolism
36,T12,Condition-Name 325 340	bone metabolism
37,T13,Condition 342 365	metabolic bone diseases
38,T14,Condition-Name 342 365	metabolic bone diseases
39,T15,Condition 367 382	Paget's disease
40,T16,Condition-Name 367 382	Paget's disease
41,T17,Condition 384 396	osteomalacia
42,T18,Condition-Name 384 396	osteomalacia
43,T19,Condition 398 417	hyperparathyroidism
44,T20,Condition-Name 398 417	hyperparathyroidism
45,T21,Condition 425 442	Diabetes mellitus
46,T22,Condition-Name 425 442	Diabetes mellitus
47,T23,Condition 449 463	Hypothyroidism
48,T24,Condition-Name 449 463	Hypothyroidism
49,T25,Condition 465 480	hyperthyroidism
50,T26,Condition-Name 465 480	hyperthyroidism
51,T27,Condition 530 538	diseases
52,T28,Condition-Name 530 538	diseases
53,T29,Modifier 519 529	intestinal
54,T30,Modifier 509 514	liver
55,T31,Modifier 501 507	kidney
56,T33,Drug 557 572	corticosteroids
57,T34,Drug-Name 557 572	corticosteroids
58,T35,Eq-Comparison 301 306	using
59,T36,Eq-Temporal-Period 301 306	using
60,T37,Eq-Comparison 551 556	using
61,T38,Eq-Temporal-Period 551 556	using
62,T39,Eq-Comparison 239 243	with
63,T40,Eq-Temporal-Period 239 243	with
64,T41,Stability 318 324	affect
65,T42,Condition 221 223	OP
66,T43,Condition-Name 221 223	OP
67,T44,Eq-Comparison 153 163	previously
68,T45,Eq-Temporal-Period 153 163	previously
69,T46,Eq-Comparison 197 207	previously
70,T47,Eq-Temporal-Period 197 207	previously
71,T48,Eq-Comparison 259 269	previously
72,T49,Eq-Temporal-Period 259 269	previously
73,A1,Eq-Temporal-Period-Value T36 present
74,A2,Eq-Temporal-Period-Value T38 present
75,A3,Eq-Temporal-Period-Value T40 present
76,A4,Stability-Value T41 change
77,A5,Eq-Temporal-Period-Value T45 past
78,A6,Eq-Temporal-Period-Value T47 past
79,A7,Eq-Temporal-Period-Value T49 past
80,R1,Caused-By Arg1:E3 Arg2:E4
81,R3,Example-Of Arg1:E8 Arg2:E7
82,R4,Example-Of Arg1:E9 Arg2:E7
83,R5,Example-Of Arg1:E10 Arg2:E7
84,R2,Caused-By Arg1:T41 Arg2:E5
85,R6,Or Arg1:E16 Arg2:E15
86,R7,Or Arg1:E6 Arg2:E7
87,R8,Or Arg1:E8 Arg2:E9
88,R9,Or Arg1:E9 Arg2:E10
89,R10,Or Arg1:E12 Arg2:E13
90,R11,Or Arg1:E17 Arg2:E16
0,E1,Condition:T1 Name:T2
1,E2,Condition:T3 Name:T4 Stage:E3
2,E6,Procedure:T8 Name:T9 Temporality:E7
3,E7,Eq-Comparison:T10 Temporal-Period:T11
4,E8,Age:T12 Numeric-Filter:E9
5,E9,Eq-Comparison:T13 Operator:T14 Temporal-Unit:T16 Value:T15
6,E10,Observation:T17 Name:T18 Duration:E11 Minimum-Count:E13
7,E11,Eq-Comparison:T19 Temporal-Unit:T21 Value:T20 Per:T22
8,E12,Assertion:T23 Asserted:E10
9,E13,Eq-Comparison:T24 Value:T25
10,E14,Procedure:T26 Name:T27
11,E16,Negation:T30 Negates:T29
12,E17,Condition:T31 Name:T32
13,E18,Modifier:T33 Modifies:T32
14,E19,Modifier:T34 Modifies:T32
15,E3,Eq-Comparison:T5 Unit:T6 Value:T7 Value2:T36
16,E4,Modifier:T37 Modifies:T4
17,E5,Assertion:T38
18,T1,Condition 25 44	curative malignancy
19,T2,Condition-Name 25 44	curative malignancy
20,T3,Condition 53 59	cancer
21,T4,Condition-Name 53 59	cancer
22,T8,Procedure 150 162	chemotherapy
23,T9,Procedure-Name 150 162	chemotherapy
24,T10,Eq-Comparison 140 149	receiving
25,T11,Eq-Temporal-Period 140 149	receiving
26,T12,Age 186 189	old
27,T13,Eq-Comparison 168 185	at least 18 years
28,T14,Eq-Operator 168 176	at least
29,T15,Eq-Value 177 179	18
30,T16,Eq-Temporal-Unit 180 185	years
31,T17,Observation 296 315	care clinic program
32,T18,Observation-Name 296 315	care clinic program
33,T19,Eq-Comparison 282 295	six hours day
34,T20,Eq-Value 282 285	six
35,T21,Eq-Temporal-Unit 286 291	hours
36,T22,Eq-Temporal-Unit 292 295	day
37,T23,Assertion 257 264	able to
38,T24,Eq-Comparison 316 328	eleven times
39,T25,Eq-Value 316 322	eleven
40,T26,Procedure 336 348	chemotherapy
41,T27,Procedure-Name 336 348	chemotherapy
42,T29,Language 405 411	German
43,T30,Negation 375 387	insufficient
44,T31,Condition 445 457	disabilities
45,T32,Condition-Name 445 457	disabilities
46,T33,Modifier 426 434	physical
47,T34,Modifier 438 444	mental
48,T5,Eq-Comparison 120 133	staging I-III
49,T6,Eq-Unit 120 127	staging
50,T7,Eq-Value 128 129	I
51,T36,Eq-Value 130 133	III
52,T37,Modifier 46 52	breast
53,T38,Assertion 225 232	willing
54,A1,Eq-Temporal-Period-Value T11 present
55,A2,Eq-Operator-Value T14 GTEQ
56,A3,Eq-Temporal-Unit-Value T16 year
57,A4,Eq-Temporal-Unit-Value T21 hour
58,A5,Eq-Temporal-Unit-Value T22 day
59,A6,Assertion-Type-Value E12 hypothetical
60,A8,Assertion-Type-Value E5 hypothetical
61,R1,Equivalent-To Arg1:E2 Arg2:E1
62,R2,During Arg1:E10 Arg2:E14
63,R3,Or Arg1:E18 Arg2:E19
64,R4,And Arg1:E5 Arg2:E12
0,E1,Procedure:T1 Name:T2
1,E3,Condition:T3 Name:T4
2,E5,Condition:T5 Name:T6
3,E7,Procedure:T7 Name:T8 Temporality:E28
4,E9,Condition:T9 Name:T10
5,E11,Procedure:T11 Name:T12 Temporality:E27
6,E14,Eq-Comparison:T18 Operator:T15 Value:T16 Value2:T17
7,E2,Indication:T19 Indication-For:E1
8,E4,Condition:T20 Name:T21
9,E6,Condition:T22 Name:T23
10,E8,Procedure:T24
11,E10,Negation:T25 Negates:E8
12,E13,Procedure:T26
13,E15,Observation:T27 Name:T28
14,E17,Procedure:T31
15,E18,Condition:T32 Name:T33
16,E19,Modifier:T34
17,E20,Modifier:T35 Modifies:T33
18,E22,Observation:T37 Name:T38
19,E24,Procedure:T41
20,E25,Observation:T42 Name:T43
21,E26,Modifier:T14 Modifies:E4
22,E27,Eq-Comparison:T44 Temporal-Period:T45
23,E28,Eq-Comparison:T46 Temporal-Period:T47
24,E29,Other:T30 Is-Other:E8
25,E30,Modifier:T40 Modifies:T23
26,E31,Condition:T48 Name:T49
27,E32,Modifier:T50 Modifies:T49
28,E33,Modifier:T51 Modifies:T12
29,E34,Study:T52
30,E35,Other:T53 Is-Other:E34
31,T1,Procedure 85 106	radical prostatectomy
32,T2,Procedure-Name 85 106	radical prostatectomy
33,T3,Condition 274 294	erectile dysfunction
34,T4,Condition-Name 274 294	erectile dysfunction
35,T5,Condition 467 486	psychiatric disease
36,T6,Condition-Name 467 486	psychiatric disease
37,T7,Procedure 454 461	therapy
38,T8,Procedure-Name 454 461	therapy
39,T9,Condition 226 238	incontinence
40,T10,Condition-Name 226 238	incontinence
41,T11,Procedure 404 413	radiation
42,T12,Procedure-Name 404 413	radiation
43,T15,Eq-Operator 303 304	<
44,T16,Eq-Value 301 302	5
45,T17,Eq-Value 305 307	20
46,T18,Eq-Comparison 301 307	5 < 20
47,T19,Indication 70 80	indication
48,T20,Condition 58 64	cancer
49,T21,Condition-Name 58 64	cancer
50,T22,Condition 143 149	cancer
51,T23,Condition-Name 143 149	cancer
52,T24,Procedure 121 130	treatment
53,T25,Negation 112 114	no
54,T26,Procedure 216 225	operative
55,T27,Observation 296 300	IIEF
56,T28,Observation-Name 296 300	IIEF
57,T31,Procedure 264 273	operative
58,T32,Condition 356 362	cancer
59,T33,Condition-Name 356 362	cancer
60,T34,Modifier 314 326	metastasized
61,T35,Modifier 330 346	locally advanced
62,T37,Observation 379 389	assessment
63,T38,Observation-Name 379 389	assessment
64,T41,Procedure 369 378	operative
65,T42,Observation 240 254	24hrs pad-test
66,T43,Observation-Name 240 254	24hrs pad-test
67,T14,Modifier 39 57	localized prostate
68,T44,Eq-Comparison 395 403	previous
69,T45,Eq-Temporal-Period 395 403	previous
70,T46,Eq-Comparison 429 437	previous
71,T47,Eq-Temporal-Period 429 437	previous
72,T30,Other 115 120	other
73,T40,Modifier 134 142	prostate
74,T48,Condition 447 453	cancer
75,T49,Condition-Name 447 453	cancer
76,T50,Modifier 438 446	prostate
77,T51,Modifier 417 423	pelvis
78,T52,Study 517 522	study
79,T53,Other 509 516	another
80,A1,Eq-Operator-Value T15 BETWEEN
81,A5,Eq-Temporal-Period-Value T45 past
82,A6,Eq-Temporal-Period-Value T47 past
83,R1,Treatment-For Arg1:E8 Arg2:E6
84,R2,Equivalent-To Arg1:E15 Arg2:E14
85,R3,Equivalent-To Arg1:E15 Arg2:E3
86,R4,Found-By Arg1:E18 Arg2:E22
87,R5,Found-By Arg1:E9 Arg2:E25
88,R6,Treatment-For Arg1:E7 Arg2:E31
89,R7,Before Arg1:E9 Arg2:E13
90,R8,Before Arg1:E3 Arg2:E17
91,R9,Or Arg1:E19 Arg2:E20
92,R10,Before Arg1:E22 Arg2:E24
0,E1,Encounter:T1
1,E3,Encounter:T5
2,E4,Encounter:T7 Location:T10
3,E7,Eq-Comparison:T14 Temporal-Unit:T17 Value:T16 Operator:T15
4,E8,Age:T18 Numeric-Filter:E7
5,E9,Encounter:T19
6,E11,Modifier:T23
7,E12,Modifier:T24
8,E14,Drug:T26 Name:T27
9,E15,Observation:T28 Name:T29
10,E17,Eq-Comparison:T31 Operator:T32 Temporal-Unit:T34 Value:T33
11,E18,Encounter:T35
12,E20,Observation:T39 Name:T40
13,E21,Drug:T41 Name:T44 Temporality:E23
14,E23,Eq-Comparison:T45 Operator:T46 Temporal-Unit:T48 Value:T47
15,E25,Drug:T50 Name:T51
16,E27,Observation:T54 Name:T55 Temporality:E28
17,E28,Eq-Comparison:T56 Operator:T57 Temporal-Unit:T59 Value:T58
18,E29,Risk:T60 Risk-For:E31
19,E30,Modifier:T61 Modifies:E29
20,E31,Encounter:T62 Temporality:E32
21,E32,Eq-Comparison:T64 Temporal-Unit:T66 Value:T65
22,E33,Eq-Comparison:T67 Value:T69 Unit:T70 Operator:T68
23,E34,Death:T71 Temporality:E36
24,E36,Eq-Comparison:T73 Temporal-Unit:T75 Value:T74
25,E37,Eq-Comparison:T76 Value:T78 Unit:T79 Operator:T77
26,E38,Observation:T80 Name:T81
27,E39,Encounter:T82
28,E40,Negation:T84 Negates:E39
29,E43,Negation:T90 Negates:T89
30,E44,Eq-Comparison:T92 Temporal-Unit:T95 Value:T94 Operator:T93
31,E45,Observation:T96 Name:T97 Numeric-Filter:E44 Location:T98
32,E47,Condition:T100 Name:T101
33,E48,Negation:T102 Negates:E47
34,E49,Encounter:T104 Location:T103
35,E50,Condition:T106 Name:T107
36,E51,Negation:T108 Negates:E50
37,E52,Encounter:T109
38,E54,Drug:T113 Name:T114 Location:T115
39,E55,Condition:T116 Name:T117
40,E57,Procedure:T120
